#name	name2
NR_046018.2	DDX11L1
NR_046325.1	PCAT6
NR_038135.2	MGAT4EP
NR_002929.2	LOC148709
NM_002871.4	RABIF
NM_021633.3	KLHL12
NM_001303109.1	KLHL12
NM_001303051.1	KLHL12
NM_001290553.1	ADIPOR1
NM_001290557.1	ADIPOR1
NM_015999.5	ADIPOR1
NM_001290629.1	ADIPOR1
NM_016243.2	CYB5R1
NR_036557.1	LOC100506747
NM_001322959.1	TMEM183A
NM_001322958.1	TMEM183A
NR_136531.1	TMEM183A
NM_001322955.1	TMEM183A
NM_001322956.1	TMEM183A
NR_136534.1	TMEM183A
NR_136532.1	TMEM183A
NM_001322957.1	TMEM183A
NR_136533.1	TMEM183A
NR_136530.1	TMEM183A
NM_138391.4	TMEM183A
NM_001304332.1	PPFIA4
NM_001304331.1	PPFIA4
NM_002479.5	MYOG
NM_001048230.1	ADORA1
NM_000674.2	ADORA1
NM_004997.2	MYBPH
NM_001276.2	CHI3L1
NR_045784.1	CHIT1
NR_045785.1	CHIT1
NM_003465.2	CHIT1
NM_001270509.1	CHIT1
NM_001256125.1	CHIT1
NR_117097.1	LINC01353
NR_117098.1	LINC01353
NR_034151.1	LINC01136
NR_034150.1	LINC01136
NM_006763.2	BTG2
NM_002023.4	FMOD
NR_103757.1	FMOD
NM_201348.1	PRELP
NM_002725.3	PRELP
NM_014359.3	OPTC
NM_001684.4	ATP2B4
NM_001001396.2	ATP2B4
NR_003019.1	SNORA77
NR_046213.1	LINC00260
NM_001136190.1	LAX1
NM_017773.3	LAX1
NM_001282878.1	LAX1
NM_014827.5	ZC3H11A
NM_001319239.1	ZC3H11A
NM_001319238.1	ZC3H11A
NM_001174108.2	ZBED6
NM_003094.3	SNRPE
NR_130746.1	SNRPE
NM_001304464.1	SNRPE
NM_001328638.1	SNRPE
NM_001328637.1	SNRPE
NR_027902.1	LINC00303
NM_005686.2	SOX13
NM_001297760.1	ETNK2
NM_018208.3	ETNK2
NM_001297762.1	ETNK2
NM_001297761.1	ETNK2
NR_123739.1	LOC101929441
NM_000537.3	REN
NM_002256.3	KISS1
NM_198447.1	GOLT1A
NM_014935.4	PLEKHA6
NR_027022.1	LINC00628
NM_032833.4	PPP1R15B
NM_002646.3	PIK3C2B
NM_001204172.1	MDM4
NM_001278517.1	MDM4
NM_001278519.1	MDM4
NM_001278518.1	MDM4
NM_001278516.1	MDM4
NM_001204171.1	MDM4
NM_002393.4	MDM4
NM_006338.2	LRRN2
NM_201630.1	LRRN2
NM_001160333.1	NFASC
NM_001005389.1	NFASC
NM_015090.3	NFASC
NM_001160332.1	NFASC
NM_001005388.2	NFASC
NM_001160331.1	NFASC
NM_001346083.1	CNTN2
NR_144350.1	CNTN2
NM_005076.4	CNTN2
NM_203376.1	TMEM81
NM_005057.3	RBBP5
NM_001193272.1	RBBP5
NM_001193273.1	RBBP5
NM_015375.2	DSTYK
NM_199462.2	DSTYK
NM_014858.3	TMCC2
NM_001242925.1	TMCC2
NM_001297611.1	TMCC2
NM_001297613.1	TMCC2
NM_001331034.1	TMCC2
NM_030952.2	NUAK2
NM_018203.2	KLHDC8A
NM_001271863.1	KLHDC8A
NM_001271865.1	KLHDC8A
NM_001271864.1	KLHDC8A
NR_038425.1	LEMD1-AS1
NM_001199050.1	LEMD1
NM_001001552.4	LEMD1
NM_001199051.1	LEMD1
NR_037583.1	LEMD1
NM_001199052.1	LEMD1
NR_103783.1	BLACAT1
NR_029893.1	MIR135B
NM_212502.2	CDK18
NM_212503.2	CDK18
NM_002596.3	CDK18
NR_027086.1	LOC284578
NM_181644.4	MFSD4A
NM_001973.3	ELK4
NM_021795.2	ELK4
NM_033102.2	SLC45A3
NM_022731.4	NUCKS1
NM_001135663.1	RAB29
NM_003929.2	RAB29
NM_001135664.1	RAB29
NM_001135662.1	RAB29
NM_173854.5	SLC41A1
NM_152491.4	PM20D1
NR_135186.1	PM20D1
NR_046097.1	LOC284581
NR_046098.1	LOC284581
NM_052934.3	SLC26A9
NM_134325.2	SLC26A9
NM_001317901.1	FAM72A
NR_134239.1	FAM72A
NM_001123168.2	FAM72A
NM_000707.3	AVPR1B
NM_001007544.3	C1orf186
NM_001317331.1	CTSE
NM_148964.2	CTSE
NM_001910.3	CTSE
NM_001300952.1	SRGAP2
NM_001170637.3	SRGAP2
NM_015326.4	SRGAP2
NM_001193321.1	IKBKE
NM_001193322.1	IKBKE
NM_014002.3	IKBKE
NR_106919.1	MIR6769B
NM_182664.3	RASSF5
NM_182663.3	RASSF5
NM_182665.3	RASSF5
NM_006893.2	EIF2D
NM_001201478.1	EIF2D
NM_003582.2	DYRK3
NM_001004023.1	DYRK3
NM_032960.3	MAPKAPK2
NM_004759.4	MAPKAPK2
NM_000572.2	IL10
NM_153758.2	IL19
NM_013371.3	IL19
NM_018724.3	IL20
NM_001185158.1	IL24
NM_006850.3	IL24
NM_001185157.1	IL24
NM_001185156.1	IL24
NM_001193338.1	FCMR
NM_005449.4	FCMR
NM_001142473.1	FCMR
NM_002644.3	PIGR
NM_001170631.1	FCAMR
NM_032029.4	FCAMR
NM_001122979.2	FCAMR
NM_023938.5	C1orf116
NM_001083924.1	C1orf116
NM_018566.3	YOD1
NM_001276320.1	YOD1
NM_006212.2	PFKFB2
NM_001018053.1	PFKFB2
NM_001017366.2	C4BPB
NM_001017365.2	C4BPB
NM_001017364.1	C4BPB
NM_000716.3	C4BPB
NM_001017367.1	C4BPB
NM_000715.3	C4BPA
NM_001114752.2	CD55
NM_001300903.1	CD55
NR_125349.1	CD55
NM_001300904.1	CD55
NM_000574.4	CD55
NM_001300902.1	CD55
NM_001877.4	CR2
NM_001006658.2	CR2
NM_000573.3	CR1
NM_000651.4	CR1
NM_175710.1	CR1L
NM_002389.4	CD46
NM_172359.2	CD46
NM_172351.2	CD46
NM_153826.3	CD46
NM_172352.2	CD46
NM_172353.2	CD46
NM_172350.2	CD46
NM_172361.2	CD46
NR_135299.1	C1orf132
NR_135298.1	C1orf132
NR_029832.1	MIR29C
NR_029518.1	MIR29B2
NR_026817.1	LOC148696
NM_001773.2	CD34
NM_001025109.1	CD34
NM_025179.3	PLXNA2
NR_135085.1	LINC01696
NR_145434.1	MIR205HG
NR_145437.1	MIR205HG
NR_145435.1	MIR205HG
NR_145433.1	MIR205HG
NR_145436.1	MIR205HG
NR_029622.1	MIR205
NM_020439.2	CAMK1G
NM_000228.2	LAMB3
NM_001127641.1	LAMB3
NM_001017402.1	LAMB3
NR_036213.1	MIR4260
NR_134511.1	LOC101930114
NR_134509.1	LOC101930114
NR_134510.1	LOC101930114
NM_015714.3	G0S2
NM_181755.2	HSD11B1
NM_001206741.1	HSD11B1
NM_005525.3	HSD11B1
NM_025228.3	TRAF3IP3
NM_001320144.1	TRAF3IP3
NR_109871.1	TRAF3IP3
NM_001320143.1	TRAF3IP3
NM_001287754.1	TRAF3IP3
NM_152485.3	C1orf74
NM_006147.3	IRF6
NM_001206696.1	IRF6
NM_014388.6	DIEXF
NM_153262.3	SYT14
NM_001146262.2	SYT14
NM_001146264.2	SYT14
NM_001146261.2	SYT14
NR_027459.2	SYT14
NM_001256006.1	SYT14
NR_024337.1	SERTAD4-AS1
NM_019605.3	SERTAD4
NM_001170564.2	HHAT
NM_001122834.3	HHAT
NM_001170587.2	HHAT
NM_001170588.2	HHAT
NM_018194.5	HHAT
NM_001170580.2	HHAT
NM_172362.2	KCNH1
NM_002238.3	KCNH1
NM_001136223.1	RCOR3
NM_001136224.2	RCOR3
NM_001136225.1	RCOR3
NM_018254.3	RCOR3
NM_004619.3	TRAF5
NM_001033910.2	TRAF5
NM_001319207.1	TRAF5
NM_145759.2	TRAF5
NR_026761.2	LINC00467
NM_183059.2	RD3
NM_001164688.1	RD3
NM_021194.2	SLC30A1
NR_131925.1	LINC01693
NM_001204182.1	NEK2
NM_002497.3	NEK2
NM_001204183.1	NEK2
NM_001320808.1	LPGAT1
NM_014873.2	LPGAT1
NR_135818.1	LOC102723727
NR_135819.1	LOC102723727
NR_135820.1	LOC102723727
NR_037667.1	INTS7
NM_015434.3	INTS7
NM_001199812.1	INTS7
NM_001199811.1	INTS7
NM_001199809.1	INTS7
NM_001286229.1	DTL
NM_001286230.1	DTL
NM_016448.3	DTL
NR_026911.1	RPL21P28
NR_036068.1	MIR3122
NR_125982.1	LOC101929541
NR_125983.1	LOC101929541
NR_125984.1	LOC101929541
NM_006243.3	PPP2R5A
NM_001199756.1	PPP2R5A
NR_004389.1	SNORA16B
NM_018252.2	TMEM206
NM_001198862.1	TMEM206
NR_026598.1	NENF
NM_013349.4	NENF
NR_125985.1	LINC01740
NM_001030287.3	ATF3
NM_001206484.2	ATF3
NM_001040619.2	ATF3
NM_001674.3	ATF3
NM_001206488.2	ATF3
NM_001206486.2	ATF3
NM_153606.3	FAM71A
NM_018664.2	BATF3
NM_001297736.1	NSL1
NM_001297739.1	NSL1
NM_001297737.1	NSL1
NM_015471.3	NSL1
NM_001042549.1	NSL1
NM_001146170.1	TATDN3
NM_001042553.2	TATDN3
NM_001042552.2	TATDN3
NM_001146169.1	TATDN3
NM_001146171.1	TATDN3
NM_001024601.2	SPATA45
NR_027286.1	FLVCR1-AS1
NR_027285.1	FLVCR1-AS1
NM_014053.3	FLVCR1
NM_001136475.2	VASH2
NM_001136474.2	VASH2
NM_024749.4	VASH2
NM_001301056.1	VASH2
NR_125333.1	ANGEL2
NM_001300758.1	ANGEL2
NM_001300753.1	ANGEL2
NM_144567.4	ANGEL2
NM_001300757.1	ANGEL2
NM_001300755.1	ANGEL2
NM_001136138.2	RPS6KC1
NM_001287221.1	RPS6KC1
NM_001287220.1	RPS6KC1
NM_012424.4	RPS6KC1
NM_001287218.1	RPS6KC1
NM_001287219.1	RPS6KC1
NR_037850.2	PROX1-AS1
NR_046189.1	LINC00538
NM_001270616.1	PROX1
NM_002763.4	PROX1
NM_020197.2	SMYD2
NM_005401.4	PTPN14
NM_016343.3	CENPF
NM_001017424.2	KCNK2
NM_014217.3	KCNK2
NM_001017425.2	KCNK2
NM_001319294.1	KCTD3
NM_016121.4	KCTD3
NM_001319295.1	KCTD3
NM_206933.2	USH2A
NR_125992.1	LOC102723833
NR_125993.1	LOC102723833
NM_007123.5	USH2A
NM_001243512.1	ESRRG
NM_001243513.1	ESRRG
NM_001243509.1	ESRRG
NM_001243507.1	ESRRG
NM_206594.2	ESRRG
NM_206595.2	ESRRG
NM_001243506.1	ESRRG
NM_001243505.1	ESRRG
NM_001134285.2	ESRRG
NM_001243510.2	ESRRG
NM_001243511.2	ESRRG
NM_001243519.1	ESRRG
NM_001243515.1	ESRRG
NM_001243518.1	ESRRG
NM_001438.3	ESRRG
NM_001243514.1	ESRRG
NM_018040.3	GPATCH2
NM_001297754.1	GPATCH2
NM_138796.3	SPATA17
NR_125784.1	SPATA17-AS1
NR_048550.1	LINC00210
NR_110794.1	LINC01653
NM_016052.3	RRP15
NR_046268.1	TGFB2-AS1
NM_001135599.3	TGFB2
NR_138149.1	TGFB2
NM_003238.4	TGFB2
NR_138148.1	TGFB2
NR_125715.1	TGFB2-OT1
NR_038845.1	LYPLAL1-AS1
NM_001300769.1	LYPLAL1
NM_001300770.1	LYPLAL1
NM_138794.4	LYPLAL1
NM_001300771.1	LYPLAL1
NM_001300772.1	LYPLAL1
NR_135822.1	LOC102723886
NR_046437.1	SLC30A10
NM_018713.2	SLC30A10
NM_004446.2	EPRS
NM_001286151.1	BPNT1
NM_006085.5	BPNT1
NM_001286150.1	BPNT1
NM_001286149.1	BPNT1
NM_018060.3	IARS2
NR_029628.1	MIR215
NR_029711.1	MIR194-1
NM_012414.3	RAB3GAP2
NR_031705.1	MIR664A
NR_002994.2	SNORA36B
NR_001587.1	AURKAPS1
NM_001286129.1	MARK1
NM_001286128.1	MARK1
NM_001286126.1	MARK1
NM_018650.4	MARK1
NM_001286124.1	MARK1
NM_024709.4	C1orf115
NM_001317338.1	MARC2
NM_017898.4	MARC2
NM_001331042.1	MARC2
NM_022746.3	MARC1
NR_110797.1	LINC01352
NR_046901.1	HLX-AS1
NM_021958.3	HLX
NR_024236.1	C1orf140
NR_111939.1	DUSP10
NM_007207.5	DUSP10
NR_111940.1	DUSP10
NR_125989.1	LINC01655
NM_024746.3	HHIPL2
NM_139352.2	TAF1A
NM_001201536.1	TAF1A
NM_005681.3	TAF1A
NR_110613.1	TAF1A-AS1
NR_110614.1	TAF1A-AS1
NM_001324063.1	MIA3
NM_198551.3	MIA3
NM_001324062.1	MIA3
NM_001324064.1	MIA3
NM_001300867.1	MIA3
NM_001324065.1	MIA3
NM_022831.2	AIDA
NM_144695.3	BROX
NM_001288579.1	BROX
NR_109927.1	BROX
NM_001288580.1	BROX
NM_001288581.1	BROX
NM_207468.2	FAM177B
NR_136691.1	FAM177B
NM_001324080.1	FAM177B
NM_032890.3	DISP1
NM_003268.5	TLR5
NM_017982.3	SUSD4
NM_001037175.2	SUSD4
NM_152610.2	CCDC185
NM_001143962.1	CAPN8
NM_001146068.1	CAPN2
NM_001748.4	CAPN2
NM_005426.2	TP53BP2
NM_001031685.2	TP53BP2
NR_132119.1	GTF2IP20
NR_136593.1	LOC100287497
NR_136592.1	LOC100287497
NR_136590.1	LOC100287497
NR_136591.1	LOC100287497
NR_049764.1	FBXO28
NM_001136115.2	FBXO28
NM_015176.3	FBXO28
NM_003676.3	DEGS1
NM_001321541.1	DEGS1
NM_001321542.1	DEGS1
NR_110669.1	LOC101927143
NR_110668.1	LOC101927164
NM_002533.3	NVL
NM_001243147.1	NVL
NM_206840.2	NVL
NM_001243146.1	NVL
NR_031574.1	MIR320B2
NM_001277200.1	CNIH4
NR_102347.1	CNIH4
NM_014184.3	CNIH4
NM_001277198.1	CNIH4
NM_001277197.1	CNIH4
NM_001277199.1	CNIH4
NM_025160.6	WDR26
NM_001115113.2	WDR26
NR_039896.1	MIR4742
NR_136288.1	CNIH3
NR_136290.1	CNIH3
NR_136289.1	CNIH3
NM_001322303.1	CNIH3
NR_136297.1	CNIH3
NR_136295.1	CNIH3
NR_136292.1	CNIH3
NR_136296.1	CNIH3
NR_136294.1	CNIH3
NM_001322304.1	CNIH3
NM_001322302.1	CNIH3
NR_136291.1	CNIH3
NR_136293.1	CNIH3
NM_152495.1	CNIH3
NM_001322305.1	CNIH3
NR_136287.1	CNIH3
NM_001373.1	DNAH14
NM_001145154.1	DNAH14
NM_144989.2	DNAH14
NM_002296.3	LBR
NM_194442.2	LBR
NM_001008493.2	ENAH
NM_018212.5	ENAH
NM_003133.5	SRP9
NM_001130440.1	SRP9
NM_001136018.3	EPHX1
NM_001291163.1	EPHX1
NM_000120.3	EPHX1
NM_014698.2	TMEM63A
NM_020997.3	LEFTY1
NM_013328.3	PYCR2
NM_001271681.1	PYCR2
NR_106799.1	MIR6741
NM_003240.4	LEFTY2
NM_001172425.2	LEFTY2
NM_152608.3	SDE2
NM_002107.4	H3F3A
NM_022735.3	ACBD3
NM_031944.2	MIXL1
NM_001282402.1	MIXL1
NM_173083.3	LIN9
NM_001270409.1	LIN9
NM_001270410.1	LIN9
NM_001618.3	PARP1
NM_001003665.3	STUM
NM_002221.3	ITPKB
NR_103784.1	ITPKB-IT1
NM_012486.2	PSEN2
NM_000447.2	PSEN2
NM_020247.4	COQ8A
NM_003607.3	CDC42BPA
NM_014826.4	CDC42BPA
NR_033184.1	ZNF678
NM_178549.3	ZNF678
NR_102302.1	ZNF678
NM_001323933.1	SNAP47
NR_136654.1	SNAP47
NM_001323930.1	SNAP47
NM_001323932.1	SNAP47
NM_001161465.1	JMJD4
NM_023007.2	JMJD4
NR_136657.1	SNAP47
NM_001323935.1	SNAP47
NR_136656.1	SNAP47
NM_053052.3	SNAP47
NR_136655.1	SNAP47
NM_001323931.1	SNAP47
NM_001323934.1	SNAP47
NM_183062.2	PRSS38
NM_003395.2	WNT9A
NR_049806.1	MIR5008
NM_033131.3	WNT3A
NM_001658.3	ARF1
NM_001024226.1	ARF1
NM_001024227.1	ARF1
NM_001024228.1	ARF1
NR_037415.1	MIR3620
NR_130975.1	C1orf35
NM_024319.3	C1orf35
NM_181465.2	MRPL55
NM_001321284.1	MRPL55
NM_181464.2	MRPL55
NM_181454.2	MRPL55
NM_181455.2	MRPL55
NM_181441.2	MRPL55
NM_181456.2	MRPL55
NM_181463.2	MRPL55
NM_181462.2	MRPL55
NM_001242839.1	GUK1
NM_000858.5	GUK1
NM_001159390.1	GUK1
NM_001242840.1	GUK1
NM_001159391.1	GUK1
NM_020435.3	GJC2
NR_103539.1	IBA57-AS1
NR_103540.1	IBA57-AS1
NM_001010867.3	IBA57
NM_001310327.1	IBA57
NR_073155.1	C1orf145
NR_073154.1	C1orf145
NM_052843.3	OBSCN
NM_001098623.2	OBSCN
NM_001271223.2	OBSCN
NM_145214.2	TRIM11
NR_106800.1	MIR6742
NM_016102.3	TRIM17
NM_001024940.2	TRIM17
NM_001134855.1	TRIM17
NM_003493.2	HIST3H3
NM_033445.2	HIST3H2A
NM_175055.2	HIST3H2BB
NR_039812.1	MIR4666A
NM_001010858.2	RNF187
NM_001287262.1	BTNL10
NR_023363.1	RNA5S1
NR_023364.1	RNA5S2
NR_023365.1	RNA5S3
NR_023366.1	RNA5S4
NR_023367.1	RNA5S5
NR_023368.1	RNA5S6
NR_023369.1	RNA5S7
NR_023370.1	RNA5S8
NR_023371.1	RNA5S9
NR_023372.1	RNA5S10
NR_023373.1	RNA5S11
NR_023374.1	RNA5S12
NR_023375.1	RNA5S13
NR_023376.1	RNA5S14
NR_023377.1	RNA5S15
NR_023378.1	RNA5S16
NR_037962.1	RHOU
NR_002834.1	DUSP5P1
NR_023379.1	RNA5S17
NM_021205.5	RHOU
NM_001271998.1	RAB4A
NR_073545.1	RAB4A
NM_004578.3	RAB4A
NM_006542.3	SPHAR
NM_145257.4	CCSAP
NM_001100.3	ACTA1
NM_018230.2	NUP133
NR_110630.1	LOC101927478
NM_012089.2	ABCB10
NM_014409.3	TAF5L
NM_001025247.1	TAF5L
NM_014777.3	URB2
NM_001314021.1	URB2
NR_135116.1	LINC01736
NM_001291866.1	GALNT2
NM_004481.4	GALNT2
NR_120373.1	GALNT2
NM_001258311.1	PGBD5
NM_001145036.1	COG2
NM_007357.2	COG2
NM_000029.3	AGT
NM_006615.2	CAPN9
NM_016452.2	CAPN9
NM_001319676.1	CAPN9
NM_001136495.1	C1orf198
NM_032800.2	C1orf198
NM_001136494.1	C1orf198
NR_110681.1	LOC101927604
NM_024525.4	TTC13
NM_001122835.2	TTC13
NM_022786.2	ARV1
NR_144538.1	ARV1
NM_001346992.1	ARV1
NM_198552.2	FAM89A
NR_031593.1	MIR1182
NM_001300889.1	TRIM67
NM_001004342.3	TRIM67
NM_001256615.1	LOC149373
NM_152379.3	C1orf131
NM_001300830.1	C1orf131
NM_001316350.1	GNPAT
NM_014236.3	GNPAT
NM_175876.4	EXOC8
NM_001010984.3	SPRTN
NM_032018.6	SPRTN
NM_001261462.2	SPRTN
NM_022051.2	EGLN1
NR_033826.1	SNRPD2P2
NM_005999.2	TSNAX
NR_028399.1	TSNAX-DISC1
NR_028400.1	TSNAX-DISC1
NR_028398.1	TSNAX-DISC1
NR_028396.1	TSNAX-DISC1
NR_028397.1	TSNAX-DISC1
NR_028395.1	TSNAX-DISC1
NR_028394.1	TSNAX-DISC1
NR_028393.1	TSNAX-DISC1
NR_034037.1	LINC00582
NM_001164555.1	DISC1
NM_001164551.1	DISC1
NM_001164549.1	DISC1
NM_001164556.1	DISC1
NM_001164548.1	DISC1
NM_001164545.1	DISC1
NM_001164544.1	DISC1
NM_001164539.1	DISC1
NM_001012959.1	DISC1
NM_001164546.1	DISC1
NM_001164542.1	DISC1
NM_001164547.1	DISC1
NM_001164541.1	DISC1
NM_001164538.1	DISC1
NM_001164540.1	DISC1
NM_001012957.1	DISC1
NM_018662.2	DISC1
NM_001164537.1	DISC1
NM_001164552.1	DISC1
NM_001164550.1	DISC1
NM_001164553.1	DISC1
NM_001012958.1	DISC1
NM_001164554.1	DISC1
NR_002227.2	DISC2
NR_126441.1	DISC1-IT1
NM_020808.4	SIPA1L2
NR_110683.1	LINC01744
NM_019090.2	MAP10
NR_138025.1	NTPCR
NR_138028.1	NTPCR
NR_138026.1	NTPCR
NR_138024.1	NTPCR
NM_001329453.1	NTPCR
NM_032324.2	NTPCR
NM_001329452.1	NTPCR
NR_138027.1	NTPCR
NM_014801.3	PCNX2
NM_001328607.1	PCNX2
NM_032435.2	MAP3K21
NM_002245.3	KCNK1
NR_039625.1	MIR4427
NM_173508.3	SLC35F3
NM_001300845.1	SLC35F3
NR_039818.1	MIR4671
NR_125962.1	LOC101927765
NR_125961.1	LOC101927765
NM_001206641.2	COA6
NM_001012985.2	COA6
NM_001301733.1	COA6
NM_005646.3	TARBP1
NR_038426.1	LINC01354
NM_182972.2	IRF2BP2
NM_001077397.1	IRF2BP2
NR_033927.1	LINC00184
NR_125944.1	LOC101927787
NR_038856.1	LINC01132
NR_125945.1	LOC101927851
NM_014765.2	TOMM20
NR_002956.1	SNORA14B
NR_144491.1	RBM34
NR_027762.2	RBM34
NM_001346738.1	RBM34
NM_015014.3	RBM34
NR_144492.1	RBM34
NR_144490.1	RBM34
NM_001206794.1	ARID4B
NM_016374.5	ARID4B
NM_031371.3	ARID4B
NR_135074.1	ARID4B
NR_039908.1	MIR4753
NM_001037277.1	GGPS1
NR_036605.1	GGPS1
NM_001287802.1	TBCE
NM_003193.4	TBCE
NM_001287801.1	TBCE
NM_001079515.2	TBCE
NM_152490.4	B3GALNT2
NM_001277155.2	B3GALNT2
NM_001098722.1	GNG4
NM_001098721.1	GNG4
NM_004485.3	GNG4
NM_000081.3	LYST
NM_001301365.1	LYST
NR_102436.2	LYST
NR_031718.1	MIR1537
NM_002508.2	NID1
NM_003272.3	GPR137B
NM_019891.3	ERO1B
NM_145861.2	EDARADD
NM_080738.3	EDARADD
NM_201545.2	LGALS8
NR_034040.1	LGALS8-AS1
NM_201543.2	LGALS8
NM_006499.4	LGALS8
NM_201544.2	LGALS8
NM_018072.5	HEATR1
NM_001103.3	ACTN2
NM_001278343.1	ACTN2
NM_001278344.1	ACTN2
NM_001291940.1	MTR
NM_001291939.1	MTR
NM_000254.2	MTR
NM_001276687.1	MT1HL1
NM_001035.2	RYR2
NR_039626.1	MIR4428
NR_027247.2	LOC100130331
NM_021186.4	ZP4
NR_015407.1	LINC01139
NM_001347716.1	CHRM3
NM_000740.3	CHRM3
NR_103776.1	CHRM3-AS2
NR_046582.1	CHRM3-AS1
NR_036695.1	RPS7P5
NM_001348094.1	FMN2
NM_020066.4	FMN2
NM_001305424.1	FMN2
NM_022469.3	GREM2
NM_002924.5	RGS7
NM_001282775.1	RGS7
NM_001282778.1	RGS7
NM_001282773.1	RGS7
NR_036069.1	MIR3123
NM_000143.3	FH
NM_003679.4	KMO
NM_014322.2	OPN3
NM_001821.3	CHML
NM_144625.4	WDR64
NM_001319224.1	EXO1
NM_130398.3	EXO1
NM_003686.4	EXO1
NM_006027.4	EXO1
NM_001290693.1	BECN2
NM_001004343.2	MAP1LC3C
NM_001195812.1	PLD5
NM_001195811.1	PLD5
NM_001320272.1	PLD5
NM_152666.2	PLD5
NR_029401.1	LINC01347
NM_014812.2	CEP170
NM_001042404.1	CEP170
NM_001042405.1	CEP170
NM_006642.3	SDCCAG8
NR_039824.1	MIR4677
NM_181690.2	AKT3
NM_005465.4	AKT3
NM_001206729.1	AKT3
NR_033883.1	LOC339529
NM_001278196.1	ZBTB18
NM_205768.2	ZBTB18
NM_006352.4	ZBTB18
NM_001012970.2	C1orf100
NM_001276348.1	C1orf100
NM_001276349.1	C1orf100
NM_001126.3	ADSS
NM_001242340.1	C1orf101
NM_173807.4	C1orf101
NM_001130957.1	C1orf101
NM_001297746.1	DESI2
NR_123736.1	DESI2
NR_123735.1	DESI2
NM_016076.4	DESI2
NM_001312871.1	COX20
NM_198076.5	COX20
NM_001312872.1	COX20
NM_001312874.1	COX20
NR_132419.1	COX20
NR_132420.1	COX20
NM_001312873.1	COX20
NR_132421.1	COX20
NM_031844.2	HNRNPU
NM_004501.3	HNRNPU
NR_132782.1	SNORA100
NR_111907.1	LOC101928068
NM_032328.3	EFCAB2
NM_001290327.1	EFCAB2
NR_026587.1	EFCAB2
NM_001143943.1	EFCAB2
NM_018012.3	KIF26B
NM_022743.2	SMYD3
NM_001167740.1	SMYD3
NR_040002.1	LINC01743
NM_022366.2	TFB2M
NM_001139459.1	CNST
NM_152609.2	CNST
NM_016002.2	SCCPDH
NR_015422.1	LINC01341
NM_015446.4	AHCTF1
NR_136586.1	AHCTF1
NM_001323342.1	AHCTF1
NM_001323343.1	AHCTF1
NR_037894.1	ZNF670-ZNF695
NR_037892.1	ZNF695
NM_001204221.1	ZNF695
NM_020394.4	ZNF695
NM_033213.4	ZNF670
NM_001204220.1	ZNF670
NM_024804.2	ZNF669
NM_001142572.1	ZNF669
NM_207401.2	C1orf229
NM_001243740.2	ZNF124
NM_001297567.1	ZNF124
NM_001297568.1	ZNF124
NM_003431.3	ZNF124
NM_001297569.1	ZNF124
NR_037480.1	MIR3916
NM_173858.1	VN1R5
NM_032752.2	ZNF496
NM_001329733.1	ZNF496
NM_001079821.2	NLRP3
NM_001127461.2	NLRP3
NM_183395.2	NLRP3
NM_001127462.2	NLRP3
NM_001243133.1	NLRP3
NM_004895.4	NLRP3
NM_001004492.1	OR2B11
NM_001004698.2	OR2W5
NM_001281838.1	GCSAML
NM_001281836.1	GCSAML
NM_001281853.1	GCSAML
NM_001281835.1	GCSAML
NM_001281834.1	GCSAML
NM_001281837.1	GCSAML
NR_027309.2	GCSAML-AS1
NM_198074.4	OR2C3
NM_145278.4	GCSAML
NM_001001915.1	OR2G2
NM_001001914.1	OR2G3
NM_001005487.1	OR13G1
NM_001005286.1	OR6F1
NM_012353.2	OR1C1
NM_001001966.1	OR14A16
NM_001001959.1	OR11L1
NM_015431.3	TRIM58
NM_001001957.2	OR2W3
NM_001005522.1	OR2T8
NM_001304535.1	OR2L13
NM_175911.3	OR2L13
NM_001001963.1	OR2L8
NM_001004491.1	OR2AK2
NR_002145.1	OR2L1P
NM_001258284.1	OR2L5
NM_001004686.2	OR2L2
NM_001004687.1	OR2L3
NR_002141.1	OR2M1P
NM_001004690.1	OR2M5
NM_001004688.1	OR2M2
NM_001004689.1	OR2M3
NM_017504.1	OR2M4
NM_001004695.1	OR2T33
NM_001004692.1	OR2T12
NM_001004691.1	OR2M7
NM_001001918.1	OR14C36
NM_001004696.1	OR2T4
NM_001005471.1	OR2T6
NM_030904.1	OR2T1
NM_001004136.1	OR2T2
NM_001005495.1	OR2T3
NM_001004697.1	OR2T5
NM_001013355.1	OR2G6
NM_001004694.2	OR2T29
NM_001001821.1	OR2T34
NM_001004693.1	OR2T10
NM_001001964.1	OR2T11
NM_001001827.1	OR2T35
NM_001001824.1	OR2T27
NM_001004734.1	OR14I1
NR_125950.1	LOC101928226
NM_001291283.1	LYPD8
NM_001085474.1	LYPD8
NM_001322462.1	SH3BP5L
NM_001322463.1	SH3BP5L
NM_001322464.1	SH3BP5L
NM_030645.1	SH3BP5L
NR_036070.1	MIR3124
NM_024836.2	ZNF672
NM_001136036.2	ZNF692
NM_017865.3	ZNF692
NM_001193328.1	ZNF692
NM_001017434.1	PGBD2
NM_170725.2	PGBD2
