Sequence id	Molecular Weight(Da)	Residues
AT2G47410.1	171538	1520
AT2G41780.1	14487	127
AT2G41780.2	14487	127
AT2G18570.1	51913	470
AT2G41730.1	13265	119
AT2G41720.2	76434	683
AT2G41720.1	92415	822
AT2G41710.1	46473	423
AT2G41710.2	47094	428
AT2G18560.1	42424	380
AT2G18550.1	25701	220
AT2G41740.1	107843	976
AT2G47370.1	35915	330
AT2G47330.1	83052	760
AT2G47340.1	30037	282
AT2G41770.1	88063	771
AT2G47360.1	33966	303
AT2G41760.1	24972	221
AT2G47350.1	53946	486
AT2G47350.2	41603	374
AT2G41750.1	28435	253
AT2G41830.1	114337	1025
AT2G41835.1	31253	279
AT2G41890.1	85858	764
AT2G41880.1	42668	387
AT2G18740.1	10298	88
AT2G18740.2	9255	78
AT2G41900.1	77993	716
AT2G18730.1	53881	488
AT2G13430.1	20451	180
AT2G13440.1	80758	723
AT2G41920.1	37076	318
AT2G18750.1	70201	622
AT2G18750.2	70201	622
AT2G13450.1	45552	394
AT2G41910.1	42911	373
AT2G41905.1	5859	61
AT2G18720.1	50786	465
AT2G18710.1	59493	551
AT2G18700.1	98276	862
AT2G18650.1	47287	423
AT2G41860.1	60055	530
AT2G41860.2	60041	530
AT2G13350.1	44161	401
AT2G41850.1	46623	433
AT2G41840.1	30879	285
AT2G13360.1	44209	401
AT2G13360.2	44209	401
AT2G18660.1	14518	130
AT2G41870.1	30945	274
AT2G13370.1	197272	1724
AT2G18690.1	36040	322
AT2G18690.2	26841	241
AT2G41930.1	38952	347
AT2G18670.1	21067	181
AT2G18680.1	28193	249
AT2G30560.1	14266	171
AT2G40540.1	88631	794
AT2G40540.2	88631	794
AT2G40520.1	55904	502
AT2G40520.2	55904	502
AT2G44880.1	63261	555
AT2G44870.1	28070	248
AT2G23000.1	49785	437
AT2G22990.2	36801	319
AT2G22990.1	49440	433
AT2G22990.5	48438	424
AT2G22990.4	47585	416
AT2G22990.3	52123	458
AT2G22980.1	49151	430
AT2G22980.2	46877	411
AT2G22980.3	49378	432
AT2G22980.4	49323	433
AT2G44890.1	57928	505
AT2G17440.1	58743	526
AT2G44900.1	100643	930
AT2G44920.1	22431	210
AT2G44920.2	23779	224
AT2G44950.1	99720	878
AT2G17450.1	19937	185
AT2G44940.1	31985	295
AT2G44930.1	59210	515
AT2G44910.1	34816	318
AT2G17470.1	60697	538
AT2G17430.1	62113	542
AT2G17420.1	40015	378
AT2G44840.1	25353	226
AT2G44830.1	84707	765
AT2G44820.2	21241	194
AT2G44820.1	21241	194
AT2G44810.1	40058	357
AT2G44800.1	40013	357
AT2G44850.1	44727	400
AT2G22970.1	49233	433
AT2G22970.2	35938	320
AT2G22970.3	50383	443
AT2G17350.1	13808	117
AT2G17360.1	29803	261
AT2G17410.1	86571	786
AT2G22960.1	21247	184
AT2G17390.1	36899	344
AT2G17380.1	18759	161
AT2G17370.1	60716	562
AT2G44860.1	18942	159
AT2G44860.2	18942	159
AT2G44790.1	20354	202
AT2G23010.2	49800	437
AT2G23010.1	49756	437
AT2G17480.1	67213	593
AT2G17540.2	29419	275
AT2G17540.1	29419	275
AT2G17530.1	49728	440
AT2G17530.2	39593	354
AT2G17525.1	70344	626
AT2G45050.1	28864	264
AT2G17520.1	95139	841
AT2G23100.1	81327	711
AT2G45040.1	38506	342
AT2G17550.1	87538	765
AT2G17550.2	80198	705
AT2G17560.1	15420	138
AT2G17560.2	15420	138
AT2G17560.3	14976	134
AT2G17590.1	73473	632
AT2G17580.1	85425	757
AT2G23130.2	16167	162
AT2G23130.1	18481	185
AT2G17570.1	33628	295
AT2G23120.1	8482	83
AT2G23110.1	9713	92
AT2G23030.1	38974	339
AT2G45030.1	83113	754
AT2G45000.1	73482	739
AT2G17500.1	43394	396
AT2G17500.3	43394	396
AT2G17500.2	43394	396
AT2G17500.4	43394	396
AT2G23060.1	46112	413
AT2G23060.2	39952	358
AT2G23050.1	54955	481
AT2G23040.1	10605	91
AT2G23070.1	50237	432
AT2G45010.1	27264	244
AT2G45010.2	22102	198
AT2G17510.1	104997	933
AT2G23090.1	8376	78
AT2G44990.1	69453	618
AT2G44980.1	95880	851
AT2G44980.2	98869	877
AT2G44970.1	54726	503
AT2G44970.2	54627	502
AT2G23096.1	31424	274
AT2G23093.1	50405	449
AT2G23080.2	36380	307
AT2G23080.1	39310	333
AT2G22950.1	110774	1015
AT2G22940.1	11228	101
AT2G22930.1	49625	442
AT2G22650.1	45681	420
AT2G22640.1	9481	85
AT2G22630.1	26314	227
AT2G22620.1	77619	677
AT2G28130.1	51919	458
AT2G28140.1	24341	211
AT2G28120.1	63975	577
AT2G22660.1	66484	586
AT2G22660.2	89487	819
AT2G22670.1	35118	321
AT2G22670.2	34950	319
AT2G22670.3	35118	321
AT2G28180.1	93697	847
AT2G22690.1	43651	381
AT2G22690.2	43651	381
AT2G28170.1	69759	617
AT2G22680.1	74401	683
AT2G28160.1	35521	318
AT2G28150.1	60084	540
AT2G22710.1	44442	391
AT2G28110.1	51695	448
AT2G22610.1	124336	1093
AT2G22540.1	26897	240
AT2G22530.1	104441	943
AT2G22520.1	20959	185
AT2G22510.1	13364	124
AT2G28060.1	12705	114
AT2G28070.1	81040	730
AT2G28105.1	18405	166
AT2G22560.1	101464	891
AT2G28080.1	53367	482
AT2G28100.1	57187	506
AT2G22600.1	67755	632
AT2G28090.1	27468	245
AT2G22590.1	53627	470
AT2G28085.1	14407	124
AT2G22570.1	27023	244
AT2G22570.2	19879	175
AT2G28190.1	22244	216
AT2G22720.2	75122	672
AT2G22720.1	37496	340
AT2G22720.3	63400	569
AT2G28200.1	31047	286
AT2G22840.1	56402	530
AT2G22830.1	64793	585
AT2G22820.1	7254	64
AT2G22810.1	53796	474
AT2G22800.1	29878	274
AT2G22850.1	26040	227
AT2G28310.1	43182	374
AT2G28310.2	43182	374
AT2G22860.1	9627	87
AT2G22880.1	12973	114
AT2G22920.2	49705	435
AT2G22920.1	46692	408
AT2G22910.1	67180	609
AT2G22905.1	15792	141
AT2G22900.1	52075	449
AT2G22890.1	31505	279
AT2G22870.1	33692	300
AT2G28305.1	23203	213
AT2G22795.1	82005	734
AT2G28290.2	384802	3529
AT2G28290.1	389868	3574
AT2G28290.3	386416	3543
AT2G22740.2	87477	790
AT2G22740.1	87477	790
AT2G22730.1	55667	510
AT2G28230.1	25127	219
AT2G28220.1	82399	756
AT2G28210.1	25287	217
AT2G22750.1	33734	304
AT2G22750.2	33862	305
AT2G28240.1	70681	660
AT2G22760.1	33788	295
AT2G28250.1	62193	565
AT2G28250.2	62193	565
AT2G22790.1	36789	325
AT2G23140.1	88330	811
AT2G22780.1	37466	354
AT2G22770.1	35698	320
AT2G28260.1	78724	678
AT2G28270.1	28016	248
AT2G17600.1	67316	580
AT2G23160.1	35916	307
AT2G39890.1	48457	442
AT2G39890.2	48457	442
AT2G39880.1	40913	367
AT2G17930.1	429494	3795
AT2G17920.1	35640	307
AT2G39900.1	21901	200
AT2G17900.1	54828	480
AT2G45440.1	40293	365
AT2G45450.1	16255	136
AT2G39940.1	67666	592
AT2G45470.1	43075	420
AT2G39930.1	89482	783
AT2G45460.1	101429	915
AT2G39920.1	32672	283
AT2G39910.1	49748	436
AT2G45480.1	48608	429
AT2G17890.1	64755	571
AT2G17870.1	29565	301
AT2G45380.1	55151	494
AT2G45380.2	20622	186
AT2G39855.1	16899	151
AT2G39855.2	15536	142
AT2G45360.1	23791	215
AT2G39850.1	87920	775
AT2G45350.1	68380	606
AT2G45400.1	40261	364
AT2G17880.1	17748	160
AT2G39870.1	36702	330
AT2G17860.1	26365	253
AT2G45430.1	33520	317
AT2G17850.1	17945	156
AT2G45420.1	27219	262
AT2G45410.1	20980	191
AT2G45403.1	17907	154
AT2G39840.1	36372	321
AT2G39950.1	68188	636
AT2G39950.2	59212	555
AT2G45490.1	33119	288
AT2G45580.1	58144	515
AT2G45570.1	57257	512
AT2G40030.1	218229	1976
AT2G45560.1	56801	512
AT2G45560.2	35716	322
AT2G40050.1	70711	609
AT2G40020.2	21020	182
AT2G40020.1	26602	228
AT2G40020.3	27925	240
AT2G45590.1	75555	683
AT2G45610.1	36018	324
AT2G18000.1	22864	202
AT2G17990.1	38271	338
AT2G17980.1	69152	627
AT2G45620.1	85765	764
AT2G17975.1	30236	268
AT2G45600.1	36425	329
AT2G39960.1	21642	192
AT2G45550.1	56934	511
AT2G45540.1	321938	2946
AT2G17950.1	33190	292
AT2G45520.1	23435	205
AT2G17940.1	23909	208
AT2G45510.1	59058	511
AT2G45500.1	54387	491
AT2G45500.2	53945	487
AT2G17960.1	14055	121
AT2G40010.1	33667	317
AT2G17970.1	57428	507
AT2G17970.2	49028	433
AT2G39970.1	36214	331
AT2G40000.1	49244	435
AT2G45530.1	26629	240
AT2G39990.1	31862	293
AT2G39980.1	52883	482
AT2G39975.1	13868	125
AT2G17972.1	18009	158
AT2G45340.1	75347	691
AT2G39830.1	59427	528
AT2G39820.1	26511	247
AT2G23220.1	59091	515
AT2G17670.2	38947	349
AT2G17670.1	51409	463
AT2G23210.1	50634	453
AT2G17660.1	7540	69
AT2G23200.1	93380	834
AT2G17680.1	33272	292
AT2G23190.1	62778	543
AT2G23230.1	70180	611
AT2G23250.1	48718	438
AT2G45180.1	13955	134
AT2G45170.1	13948	122
AT2G45170.2	13948	122
AT2G45160.1	70206	640
AT2G45150.1	46774	430
AT2G45150.3	41113	382
AT2G45150.2	35731	326
AT2G23260.1	50714	456
AT2G23240.1	8437	85
AT2G23240.2	8319	84
AT2G45190.1	25780	229
AT2G17650.1	67463	603
AT2G23170.1	67537	595
AT2G45100.1	62954	557
AT2G45080.1	25819	222
AT2G45070.1	8217	82
AT2G45070.2	8217	82
AT2G45070.3	8217	82
AT2G45070.4	8217	82
AT2G45060.1	30338	272
AT2G45110.1	27204	259
AT2G23180.1	58861	516
AT2G45120.1	35854	314
AT2G45135.1	34317	304
AT2G17640.1	34535	323
AT2G17630.1	46634	422
AT2G17620.1	49243	429
AT2G45140.1	26442	239
AT2G45130.1	28150	245
AT2G45200.1	26470	239
AT2G45210.1	19042	162
AT2G45220.1	55977	511
AT2G17785.1	22517	192
AT2G17780.1	47415	416
AT2G17780.2	47257	414
AT2G17780.3	46829	410
AT2G17780.4	35989	314
AT2G45330.1	32301	289
AT2G45330.2	32100	286
AT2G17770.1	17476	156
AT2G45320.1	43483	392
AT2G17787.1	36843	324
AT2G45310.1	48536	437
AT2G17790.1	89494	787
AT2G17820.1	135451	1207
AT2G39810.1	105230	927
AT2G39805.1	30709	275
AT2G39805.2	30808	276
AT2G17845.1	34323	312
AT2G17840.1	49001	452
AT2G17830.1	46014	394
AT2G17800.1	21530	197
AT2G17800.2	21530	197
AT2G45300.1	55735	520
AT2G45290.1	79923	741
AT2G45280.1	40215	363
AT2G17705.1	14367	127
AT2G17700.1	61510	546
AT2G17695.1	23246	205
AT2G17690.1	48053	421
AT2G17710.1	17655	152
AT2G17720.1	32691	291
AT2G17730.1	25804	241
AT2G17740.1	27954	248
AT2G45270.1	52996	480
AT2G45260.1	48088	425
AT2G23150.1	56139	509
AT2G45250.1	22302	204
AT2G45250.2	23886	215
AT2G17760.1	56028	513
AT2G17750.1	45210	396
AT2G45240.1	43992	398
AT2G18010.1	12942	112
AT2G22500.1	33357	313
AT2G11570.1	33359	305
AT2G11520.1	57459	510
AT2G34120.1	7905	70
AT2G34140.1	18927	170
AT2G34170.1	58387	523
AT2G34160.1	14617	130
AT2G05440.2	13816	154
AT2G05440.1	11637	127
AT2G05440.3	12051	131
AT2G05440.4	13230	147
AT2G05440.5	12645	140
AT2G05440.6	10572	113
AT2G05440.7	12059	133
AT2G05440.8	10603	114
AT2G34150.1	78390	700
AT2G34150.2	92090	821
AT2G05430.1	22002	188
AT2G05420.1	33643	297
AT2G34080.1	38267	345
AT2G05380.1	11586	116
AT2G34070.1	43354	385
AT2G05370.1	24294	211
AT2G34060.1	38229	346
AT2G34090.1	48927	445
AT2G34090.2	51758	471
AT2G05400.1	21782	194
AT2G34110.1	13718	123
AT2G05410.1	30214	265
AT2G34100.1	39672	345
AT2G05360.1	40996	358
AT2G34180.1	56731	502
AT2G34190.1	57614	524
AT2G05530.1	11386	115
AT2G34250.1	52098	475
AT2G34250.2	52098	475
AT2G34230.1	83887	716
AT2G34220.1	87105	753
AT2G34260.1	38426	353
AT2G34260.2	32087	296
AT2G05540.1	14093	135
AT2G05562.1	29483	264
AT2G34290.1	30483	265
AT2G34280.1	45428	391
AT2G34270.1	43654	374
AT2G05480.1	27310	237
AT2G34200.1	24660	222
AT2G34210.1	110851	990
AT2G11620.1	54318	491
AT2G11623.1	12933	110
AT2G05520.1	14290	145
AT2G05520.2	13656	138
AT2G05520.3	12503	125
AT2G05520.4	12347	124
AT2G05520.5	11193	111
AT2G05510.1	11817	127
AT2G05510.2	9752	104
AT2G05510.3	8656	90
AT2G05510.4	8976	99
AT2G11626.1	27625	242
AT2G05500.1	10499	88
AT2G34050.1	28379	248
AT2G34040.1	61645	553
AT2G34040.2	50050	442
AT2G34030.1	63698	566
AT2G11345.1	15979	138
AT2G33835.1	64376	587
AT2G39750.1	78370	694
AT2G33830.1	11500	106
AT2G33830.2	11656	108
AT2G39740.1	57593	511
AT2G39760.1	44891	408
AT2G39760.2	37719	343
AT2G33820.1	33728	311
AT2G33840.1	43898	385
AT2G39770.1	39578	361
AT2G39790.1	27135	240
AT2G11370.1	14834	130
AT2G39780.1	29153	259
AT2G11360.1	17025	145
AT2G33845.1	20123	182
AT2G39730.1	51982	474
AT2G39730.2	49101	446
AT2G39730.3	48501	441
AT2G39725.1	10373	90
AT2G39725.2	10373	90
AT2G39710.1	48005	442
AT2G39705.1	9889	87
AT2G39720.1	43109	401
AT2G33810.1	15304	131
AT2G33800.1	32645	303
AT2G33796.1	12978	109
AT2G33793.1	24693	212
AT2G33790.1	25761	239
AT2G39795.1	28062	250
AT2G39800.2	66760	614
AT2G39800.1	77703	717
AT2G05320.1	48947	430
AT2G34010.1	33576	300
AT2G05310.1	13808	125
AT2G05330.1	24483	215
AT2G11462.1	16418	144
AT2G34020.1	68263	610
AT2G11490.1	19605	168
AT2G05350.1	51515	453
AT2G34000.1	16968	151
AT2G33850.1	31351	267
AT2G11405.1	13550	115
AT2G33855.1	17037	144
AT2G33860.1	66606	608
AT2G05260.1	40131	358
AT2G05260.2	32973	294
AT2G33870.1	24464	219
AT2G33990.1	30142	263
AT2G05290.1	44279	383
AT2G34300.1	86882	770
AT2G34300.2	86882	770
AT2G05270.1	3910	34
AT2G33880.1	42090	378
AT2G33980.1	33914	302
AT2G22490.1	40580	361
AT2G34310.1	26144	242
AT2G34310.2	26144	242
AT2G34310.3	26144	242
AT2G27770.1	36096	320
AT2G27760.1	53099	466
AT2G05950.1	20898	183
AT2G05940.1	51701	462
AT2G27775.1	10876	100
AT2G27775.2	12158	112
AT2G27780.1	42311	368
AT2G27800.1	50698	442
AT2G05970.1	44208	377
AT2G27840.1	22651	203
AT2G27840.2	20074	181
AT2G27830.1	21129	190
AT2G27820.1	46102	424
AT2G27810.1	76675	709
AT2G27810.2	62982	589
AT2G27810.3	58007	542
AT2G27790.1	27837	240
AT2G05915.1	12319	116
AT2G27690.1	56570	495
AT2G27680.1	43155	384
AT2G27670.1	34281	293
AT2G27660.1	76565	718
AT2G05880.1	30099	256
AT2G27700.1	53332	479
AT2G05920.1	80016	754
AT2G27710.1	11444	115
AT2G27710.2	11444	115
AT2G27710.3	11444	115
AT2G27730.1	11948	113
AT2G05910.1	21132	191
AT2G05900.1	35024	312
AT2G05890.1	51141	456
AT2G27750.1	21667	181
AT2G27740.1	20239	174
AT2G27720.1	11452	115
AT2G05870.1	18682	161
AT2G06000.1	59773	536
AT2G06000.2	59773	536
AT2G22425.1	10373	92
AT2G22425.2	10373	92
AT2G28030.1	42860	392
AT2G28020.1	7870	70
AT2G28010.1	43123	396
AT2G28000.1	62073	586
AT2G22430.1	35018	311
AT2G27990.1	65776	584
AT2G22440.1	29710	256
AT2G22460.1	27468	245
AT2G22480.1	58615	537
AT2G28050.1	52932	462
AT2G22475.2	26652	248
AT2G22475.1	32215	299
AT2G22470.1	12582	131
AT2G28040.1	42992	395
AT2G22450.1	52200	476
AT2G05990.1	41214	390
AT2G05990.2	41214	390
AT2G27980.1	114177	1037
AT2G27960.1	10521	87
AT2G06025.1	33609	288
AT2G06020.1	33819	301
AT2G06010.1	21541	188
AT2G06005.2	32431	282
AT2G06005.1	40586	355
AT2G27860.1	43638	389
AT2G27970.1	9988	83
AT2G27870.1	35918	314
AT2G27900.1	124917	1124
AT2G27900.2	124917	1124
AT2G27950.1	86532	767
AT2G27940.1	26479	237
AT2G27930.1	15925	135
AT2G27920.2	43415	389
AT2G27920.1	51753	461
AT2G27920.3	44538	394
AT2G27880.1	111090	997
AT2G05860.1	27615	248
AT2G05850.1	54731	487
AT2G05630.1	13907	120
AT2G34357.1	141798	1280
AT2G05620.1	14293	133
AT2G34355.1	56932	523
AT2G34360.1	50899	466
AT2G34350.1	57567	525
AT2G05635.1	16506	146
AT2G34390.1	30581	288
AT2G05647.1	10697	94
AT2G05645.1	23581	204
AT2G05642.1	44823	394
AT2G34380.1	57416	509
AT2G34370.1	53857	469
AT2G34400.1	70073	617
AT2G05600.1	27180	239
AT2G34330.1	16362	143
AT2G34340.1	15338	136
AT2G34320.1	34222	292
AT2G34315.1	27926	246
AT2G11775.1	11868	109
AT2G05590.1	28958	263
AT2G05590.2	33291	303
AT2G34410.1	63332	540
AT2G34410.2	63332	540
AT2G27580.1	17877	163
AT2G05790.1	51307	472
AT2G27590.1	42886	372
AT2G05760.1	57132	520
AT2G27600.1	48593	435
AT2G27630.1	127715	1122
AT2G05840.1	27350	246
AT2G05840.2	24456	220
AT2G05830.1	39613	374
AT2G05830.2	34275	326
AT2G05830.3	34275	326
AT2G05830.4	34536	328
AT2G05810.1	62897	580
AT2G05810.2	62897	580
AT2G27650.1	127343	1106
AT2G27610.1	97186	868
AT2G05755.1	43669	401
AT2G05752.1	21859	197
AT2G05710.1	108202	990
AT2G34420.1	28054	265
AT2G34430.1	28170	266
AT2G05720.1	31104	276
AT2G27570.1	31933	273
AT2G27550.1	19893	175
AT2G05564.1	26213	231
AT2G27540.1	3816	35
AT2G27530.1	24425	216
AT2G27530.2	24425	216
AT2G27535.1	9211	81
AT2G18020.1	27860	258
AT2G18030.2	21720	192
AT2G18030.1	28928	254
AT2G18040.1	13015	119
AT2G28755.1	6074	56
AT2G28740.1	11410	103
AT2G28725.1	12389	112
AT2G28720.1	16530	151
AT2G28760.2	38622	343
AT2G28760.1	38622	343
AT2G28760.3	38622	343
AT2G28710.1	16731	156
AT2G28780.1	87985	796
AT2G28800.1	50246	462
AT2G28800.2	37587	348
AT2G23310.1	24404	212
AT2G23310.2	24276	211
AT2G23300.1	84150	773
AT2G23290.1	33229	309
AT2G23270.1	9192	86
AT2G28810.1	36648	340
AT2G28790.1	27018	249
AT2G28820.1	32986	291
AT2G28700.1	38021	329
AT2G28680.1	38465	356
AT2G06775.1	14944	128
AT2G28630.1	53974	476
AT2G28690.1	26235	231
AT2G06820.1	30447	267
AT2G28670.1	41507	447
AT2G28660.1	29002	265
AT2G28650.1	64800	573
AT2G28640.1	68755	605
AT2G28625.1	10849	98
AT2G23320.1	34264	317
AT2G23320.2	28498	262
AT2G23450.2	77873	708
AT2G23450.1	77873	708
AT2G23440.1	8693	82
AT2G28940.1	39123	343
AT2G28940.2	51941	462
AT2G23430.1	22283	191
AT2G23420.1	62274	557
AT2G28950.1	27818	257
AT2G28930.1	47220	423
AT2G28930.2	45747	412
AT2G28930.3	46029	415
AT2G23460.1	98797	888
AT2G28970.1	87289	786
AT2G23490.1	15890	132
AT2G23480.1	79098	705
AT2G23470.1	58621	520
AT2G28960.1	98966	880
AT2G28830.1	71943	654
AT2G23410.1	34976	303
AT2G23400.1	29618	253
AT2G28860.1	55691	493
AT2G23350.1	71653	662
AT2G28850.1	55875	493
AT2G23340.1	19120	176
AT2G28840.1	49610	456
AT2G28870.1	17928	156
AT2G28920.1	15869	145
AT2G23360.1	99900	886
AT2G28890.1	72483	654
AT2G23390.1	54310	469
AT2G23380.1	100371	902
AT2G23370.1	38040	340
AT2G28910.1	37833	332
AT2G28900.1	15482	148
AT2G28880.1	102921	919
AT2G28620.1	120342	1076
AT2G28610.1	28135	244
AT2G28605.1	25802	232
AT2G28390.1	66924	607
AT2G28380.1	47441	434
AT2G28370.1	19224	179
AT2G28360.1	91720	826
AT2G28355.1	8643	78
AT2G06530.1	25293	225
AT2G28350.1	76722	693
AT2G06555.1	17589	159
AT2G06570.1	30409	277
AT2G06610.1	21835	189
AT2G28340.1	35832	315
AT2G28320.1	83249	737
AT2G35270.1	29145	285
AT2G35260.1	41710	382
AT2G35250.1	38270	342
AT2G28330.1	16893	154
AT2G35280.1	18523	163
AT2G35290.1	14180	121
AT2G28315.1	26258	240
AT2G06520.1	11814	116
AT2G06510.2	69832	617
AT2G06510.1	72244	640
AT2G06500.1	68070	582
AT2G06480.1	5985	52
AT2G28400.1	18055	162
AT2G28410.1	12161	115
AT2G28420.1	21002	184
AT2G06690.1	29111	253
AT2G28570.1	7909	78
AT2G06700.1	24180	217
AT2G28560.1	40662	371
AT2G28560.2	40468	370
AT2G28600.1	55455	502
AT2G28590.1	47279	424
AT2G28580.1	61795	536
AT2G06750.1	49459	435
AT2G28550.1	49429	449
AT2G28550.2	41999	381
AT2G28540.1	98240	882
AT2G28540.2	107052	960
AT2G28470.1	93210	852
AT2G28460.1	82906	720
AT2G28450.1	89023	809
AT2G28440.1	27741	268
AT2G28430.1	9786	85
AT2G06620.1	17862	161
AT2G06630.1	26457	231
AT2G06645.1	17745	163
AT2G28520.1	93416	817
AT2G28510.1	31782	288
AT2G28990.1	98757	884
AT2G28500.1	25535	232
AT2G28480.1	42965	372
AT2G28490.1	55706	511
AT2G23510.1	50377	451
AT2G23520.1	96192	862
AT2G24000.1	53106	464
AT2G24000.2	45779	401
AT2G23990.2	24041	226
AT2G23990.1	21803	207
AT2G45980.1	28844	256
AT2G45970.1	60917	537
AT2G45960.1	30598	286
AT2G45960.2	29132	274
AT2G45960.3	32455	301
AT2G24010.1	48331	425
AT2G45950.1	39434	342
AT2G45950.2	40735	352
AT2G24020.1	19812	182
AT2G24040.1	8625	75
AT2G45990.1	30113	268
AT2G45990.2	30113	268
AT2G45990.3	29457	263
AT2G45990.4	23411	210
AT2G24080.1	42265	374
AT2G24070.1	66940	609
AT2G24070.2	66940	609
AT2G24060.1	35142	312
AT2G24050.1	82891	747
AT2G24030.2	41596	374
AT2G24030.1	51014	455
AT2G46000.1	23984	208
AT2G45940.1	40246	352
AT2G45920.1	46025	400
AT2G23930.1	8839	80
AT2G23930.2	7351	67
AT2G23920.1	6592	56
AT2G23910.1	34383	304
AT2G45890.1	52036	463
AT2G45880.1	77132	691
AT2G23940.1	19627	173
AT2G45930.1	26951	239
AT2G23945.1	51353	458
AT2G23960.1	28755	251
AT2G45910.1	93031	834
AT2G45900.1	81665	720
AT2G23985.1	8225	68
AT2G23985.2	8597	71
AT2G23980.1	85442	747
AT2G23970.1	28313	251
AT2G23950.1	69695	634
AT2G45870.1	46280	410
AT2G46020.2	245472	2193
AT2G46020.1	245442	2192
AT2G46040.1	63315	562
AT2G46190.1	23929	210
AT2G46180.1	82867	725
AT2G46170.1	28688	255
AT2G46160.1	23098	214
AT2G46150.1	24097	221
AT2G46200.1	44031	382
AT2G46200.2	44031	382
AT2G46140.1	17847	166
AT2G46210.1	51499	449
AT2G46225.1	33196	298
AT2G46270.1	41114	382
AT2G46270.2	38597	359
AT2G46260.1	63038	561
AT2G46250.1	54193	468
AT2G46240.1	116759	1043
AT2G46230.1	22473	196
AT2G46230.2	20756	181
AT2G46220.1	28106	241
AT2G46030.1	20785	183
AT2G46130.1	12952	109
AT2G46130.2	11051	93
AT2G46100.1	26840	240
AT2G24100.1	52212	466
AT2G24090.1	16089	145
AT2G46070.1	42475	372
AT2G46060.1	89792	807
AT2G46060.2	85041	766
AT2G46050.1	66336	590
AT2G46110.1	36694	347
AT2G24120.2	101287	895
AT2G24120.1	112625	993
AT2G24140.1	31823	273
AT2G46090.1	39656	364
AT2G46080.1	39353	347
AT2G24150.1	38854	344
AT2G24130.1	107793	980
AT2G45860.1	8964	79
AT2G45850.1	36335	348
AT2G45850.2	36335	348
AT2G45840.1	61510	523
AT2G29125.1	12651	115
AT2G23630.1	61030	541
AT2G29120.1	107407	952
AT2G23620.1	29767	263
AT2G29110.1	107190	947
AT2G29130.1	63832	573
AT2G23610.1	29824	263
AT2G29140.1	105988	964
AT2G29150.1	28706	268
AT2G23670.1	17079	167
AT2G23660.1	34781	311
AT2G29170.1	11760	107
AT2G23640.1	23771	206
AT2G23680.1	21369	189
AT2G29100.1	106267	940
AT2G23590.1	30687	272
AT2G29040.1	83970	720
AT2G23540.1	42084	387
AT2G29020.1	14808	133
AT2G23530.1	62246	552
AT2G23550.2	26518	236
AT2G23550.1	29744	265
AT2G23600.1	29667	263
AT2G29050.1	43360	389
AT2G29050.2	38403	346
AT2G29060.1	152071	1336
AT2G23580.1	29582	263
AT2G23570.1	20069	179
AT2G29090.1	55177	482
AT2G29080.1	89354	809
AT2G29070.2	34903	312
AT2G29070.1	31254	280
AT2G23560.1	28824	260
AT2G23690.1	30945	278
AT2G23700.1	81326	707
AT2G23710.1	67565	592
AT2G23840.1	32724	284
AT2G23830.1	17093	149
AT2G23820.1	26936	245
AT2G23820.2	28381	257
AT2G45790.1	27762	246
AT2G23890.1	64312	553
AT2G45830.2	45770	382
AT2G45830.1	61777	523
AT2G45820.1	20968	190
AT2G45810.1	60422	528
AT2G45800.1	24943	226
AT2G45800.2	21650	195
AT2G23900.1	51645	477
AT2G45770.1	39679	366
AT2G45760.1	22993	207
AT2G45750.1	72102	631
AT2G23755.1	17013	150
AT2G23740.1	154918	1375
AT2G23760.1	69272	627
AT2G23760.2	69272	627
AT2G23760.3	69272	627
AT2G23770.1	66619	612
AT2G23780.1	25182	227
AT2G23790.1	38178	336
AT2G45740.1	25944	236
AT2G45740.2	25944	236
AT2G45740.3	25944	236
AT2G45730.1	49411	446
AT2G29000.1	98086	872
AT2G45720.1	59523	553
AT2G45720.2	59523	553
AT2G23810.1	30658	273
AT2G23800.1	41339	376
AT2G45710.1	9405	84
AT2G35240.1	26368	232
AT2G35230.1	44687	402
AT2G35230.2	32695	295
AT2G12130.1	23578	209
AT2G12120.1	26307	231
AT2G40360.1	85384	753
AT2G40350.1	17792	157
AT2G12110.1	26267	231
AT2G34560.1	42873	384
AT2G34560.2	44003	393
AT2G40340.1	37830	341
AT2G34570.1	31787	281
AT2G34585.1	8571	81
AT2G40390.1	56866	496
AT2G34600.1	16974	148
AT2G40380.1	23159	213
AT2G34590.1	44016	406
AT2G40370.1	64134	580
AT2G34580.1	23405	203
AT2G34610.1	33727	290
AT2G12100.1	136511	1224
AT2G34540.1	30208	271
AT2G34540.2	32046	288
AT2G40310.1	44086	404
AT2G40300.1	29029	259
AT2G34555.1	38216	335
AT2G34490.1	56346	499
AT2G40316.1	30044	276
AT2G40316.2	20850	195
AT2G40330.1	23843	215
AT2G34530.1	32231	282
AT2G34530.2	27288	241
AT2G34520.1	18740	164
AT2G40320.1	49319	425
AT2G34510.1	43944	401
AT2G34500.1	55725	495
AT2G34480.1	21307	178
AT2G40400.1	80702	735
AT2G40400.2	80702	735
AT2G12140.1	26043	228
AT2G12200.1	6932	63
AT2G34710.1	93219	852
AT2G40460.1	64825	583
AT2G34700.1	18833	175
AT2G40450.1	23504	209
AT2G40470.1	24660	224
AT2G34690.1	22681	206
AT2G34720.1	22259	198
